level,year,population,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share,0,0,0,0,0,0,0,0
Upper-middle-income countries,1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1800,410951969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1801,412766196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1802,414598329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1803,416445611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1804,418308299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1805,420186675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1806,422081023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1807,423991655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1808,425918891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1809,427863078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1810,430898403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1811,433949391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1812,437398831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1813,441248546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1814,445154785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1815,449118165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1816,453139328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1817,457218910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1818,461357567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1819,465339498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1820,469164855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1821,472814001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1822,476298934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1823,479649403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1824,483042774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1825,486479521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1826,489960167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1827,493485203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1828,497055161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1829,500159470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1830,502797914,0,0,0.014,0.014,0,0,0,0,0.014,0,0,0,0,0,0.014,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0.015,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1831,504956166,0,0,0.016,0.003,20.021,0,0,0,0.016,0,0,0,0,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0.019,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1832,506627192,0,0,0.011,-0.005,-33.344,0,0,0,0.011,0,0,0,0,0,0.041,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0.013,0,0.002,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1833,507803525,0,0,0.014,0.003,24.998,0,0,0,0.014,0,0,0,0,0,0.055,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0.016,0,0.002,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1834,508992288,0,0,0,-0.014,-100,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1835,510193728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1836,511408137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1837,512635774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1838,513876932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1839,515076212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1840,516237786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1841,517350944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1842,518427347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1843,519463780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1844,520516472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1845,521585827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1846,522672285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1847,523776282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1848,524898279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1849,525259044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1850,524868500,0,0,0.084,0.084,0,0,0,0,0.084,0,0,0,0,0,0.139,617.249,0.139,0,0,1102.058,0,0,0,0,0,0,0,0,0,0,1102.058,2.1,0,0,0,0,0,0,0,0,0,0,0.043,23.545,0.043,0,0.003,23.545,0.003,0,0,45.451,0,0,0,0,45.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1851,523754581,0,0,0,-0.084,-100,0,0,0,0,0,0,0,0,0,0.139,0,0,0,0,2216.134,0,0,0,0,0,0,0,0,0,0,1114.076,2.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,44.881,0,0,0,0,44.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1852,521900607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,0,0,0,3332.921,0,0,0,0,0,0,0,0,0,0,1116.787,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,44.505,0,0,0,0,43.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1853,519309448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,0,0,0,4452.639,0,0,0,0,0,0,0,0,0,0,1119.718,2.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,44.097,0,0,0,0,42.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1854,516765029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,0,0,0,5566.935,0,0,0,0,0,0,0,0,0,0,1114.296,2.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,43.737,0,0,0,0,42.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1855,514267206,0,0,0.256,0.256,0,0,0,0,0.256,0,0,0,0,0,0.395,1273.581,0.395,0,0,6681.524,0,0,0,0,0,0,0,0,0,0,1114.589,2.167,0,0,0,0,0,0,0,0,0,0,0.098,22.601,0.098,0,0.007,7.623,0.007,0,0,43.465,0,0,0,0,42.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1856,511815833,0,0,0,-0.256,-100,0,0,0,0,0,0,0,0,0,0.395,0,0,0,0,7794.647,0,0,0,0,0,0,0,0,0,0,1113.123,2.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,43.188,0,0,0,0,41.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1857,509410791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,0,0,0,0,8905.278,0,0,0,0,0,0,0,0,0,0,1110.632,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,42.921,0,0,0,0,41.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1858,507051963,0,0,0.363,0.363,0,0.001,0,0,0.36,0.001,0,0,0,0,0.759,1966.11,0.755,0,0,10013.748,0.004,0,0,0,0,0,0,0,0,0,1108.47,2.186,0,0,0,0,0.004,0,0,0,0,0,0.128,22.966,0.127,0,0.011,7.663,0.011,0,0,42.649,1.923,0,0,0,40.584,5.882,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1859,504995963,0,0,0.385,0.022,5.999,0.001,0,0,0.382,0.001,0,0,0,0,1.144,2660.824,1.137,0,0,11116.869,0.007,0,0,0,0,0,0,0,0,0,1103.12,2.184,0,0,0,0,0.004,0,0,0,0,0,0.128,22.687,0.127,0,0.016,9.265,0.016,0,0,42.366,2.985,0,0,0,39.956,6.667,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1860,503241991,0,0,0.508,0.123,31.837,0.001,0,0,0.488,0.001,0,0,0,0,1.652,3333.126,1.625,0,0,12181.481,0.027,0,0,0,0,0,0,0,0,0,1064.612,2.116,0,0,0,0,0.02,0,0,0,0,0,0.154,22.557,0.148,0,0.022,10.515,0.022,0,0,42.165,5.253,0,0,0,40.177,7.289,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1861,501772707,0,0,0.648,0.14,27.554,0.001,0,0,0.624,0.001,0,0,0,0,2.3,3998.46,2.248,0,0,13212.751,0.052,0,0,0,0,0,0,0,0,0,1031.269,2.055,0,0,0,0,0.024,0,0,0,0,0,0.186,23.162,0.18,0,0.03,11.566,0.029,0,0,42.059,3.53,0,0,0,40.847,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1862,500595692,0,0,0.589,-0.059,-9.111,0.001,0,0,0.561,0.001,0,0,0,0,2.888,4662.819,2.809,0,0,14227.422,0.079,0,0,0,0,0,0,0,0,0,1014.672,2.027,0,0,0,0,0.028,0,0,0,0,0,0.166,23.239,0.159,0,0.036,12.457,0.035,0,0,41.945,2.772,0,0,0,40.511,1.979,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1863,499701973,0,0,0.616,0.027,4.629,0.001,0,0,0.58,0.001,0,0,0,0,3.505,5325.557,3.389,0,0,15219.413,0.116,0,0,0,0,0,0,0,0,0,991.991,1.985,0,0,0,0,0.036,0,0,0,0,0,0.163,22.99,0.154,0,0.041,13.211,0.04,0,0,41.784,2.785,0,0,0,39.603,2.814,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1864,498829938,0,0,0.693,0.077,12.54,0.001,0,0,0.645,0.001,0,0,0,0,4.198,5986.759,4.034,0,0,16186.819,0.164,0,0,0,0,0,0,0,0,0,967.406,1.939,0,0,0,0,0.049,0,0,0,0,0,0.17,22.965,0.159,0,0.047,13.861,0.046,0,0,41.615,3.121,0,0,0,39.133,4.379,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1865,497979705,0,0,0.814,0.12,17.343,0.002,0,0,0.762,0.002,0,0,0,0,5.011,6660.063,4.795,0,0,17130.189,0.216,0,0,0,0,0,0,0,0,0,943.37,1.894,0,0,0,0,0.052,0,0,0,0,0,0.188,23.416,0.177,0,0.054,14.457,0.052,0,0,41.438,3.285,0,0,0,38.613,3.941,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1866,497151383,0,0,2.277,1.463,179.855,0.005,0,0,2.207,0.004,0,0,0,0,7.288,7333.072,7.002,0,0,18062.75,0.286,0,0,0,0,0,0,0,0,0,932.561,1.876,0,0,0,0,0.07,0,0,0,0,0,0.511,23.378,0.497,0,0.075,14.982,0.072,0,0,41.265,3.354,0,0,0,38.331,3.583,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1867,496345105,0,0,2.601,0.325,14.254,0.005,0,0,2.508,0.005,0,0,0,0,9.89,8003.364,9.51,0,0,18977.357,0.38,0,0,0,0,0,0,0,0,0,914.608,1.843,0,0,0,0,0.094,0,0,0,0,0,0.544,23.018,0.527,0,0.097,15.433,0.093,0,0,41.071,3.61,0,0,0,37.573,4.713,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper-middle-income countries,1868,495560993,0,0,2.159,-0.443,-17.024,0.004,0,0,2.021,0.004,0,0,0,0,12.048,8674.679,11.531,0,0,19874.195,0.518,0,0,0,0,0,0,0,0,0,896.837,1.81,0,0,0,0,0.138,0,0,0,0,0,0.44,23.076,0.414,0,0.113,15.839,0.108,0,0,40.872,4.041,0,0,0,37.084,6.023,0,0,0,0,0,0,0,0,0,0,0,0,0
